"AVS Street Match","AVS Street Match",module,Magento_Paypal
"AVS zip","AVS zip",module,Magento_Paypal
CNPJ,CNPJ,module,Magento_Paypal
CPF,CPF,module,Magento_Paypal
AutoSweep,AutoSweep,module,Magento_Paypal
"Payflow Link","Payflow Link",module,Magento_Paypal
"Payflow Pro","Payflow Pro",module,Magento_Paypal
Uploader:,Uploader:,module,Magento_ProductVideo
No,No,module,Magento_Reminder
SKU,SKU,module,Magento_Reminder
LocalizedException,LocalizedException,module,Magento_Reminder
SKU,SKU,module,Magento_Reports
CSV,CSV,module,Magento_Reports
"Excel XML","Excel XML",module,Magento_Reports
SKU,SKU,module,Magento_Review
"%1 %2","%1 %2",module,Magento_Review
SKU,SKU,module,Magento_ReviewStaging
"%1 = %2","%1 = %2",module,Magento_Reward
SKU,SKU,module,Magento_Rma
RMA,RMA,module,Magento_Rma
#,#,module,Magento_Rma
Feed,Feed,module,Magento_Rss
SKU,SKU,module,Magento_Sales
1%,1%,module,Magento_Sales
No,No,module,Magento_SalesRule
CSV,CSV,module,Magento_SalesRule
"Excel XML","Excel XML",module,Magento_SalesRule
20,20,module,Magento_SalesRuleStaging
30,30,module,Magento_SalesRuleStaging
50,50,module,Magento_SalesRuleStaging
100,100,module,Magento_SalesRuleStaging
200,200,module,Magento_SalesRuleStaging
No,No,module,Magento_ScalableInventory
ASCII,ASCII,module,Magento_ScheduledImportExport
CSV,CSV,module,Magento_Search
"Excel XML","Excel XML",module,Magento_Search
in,in,module,Magento_Shipping
lb,lb,module,Magento_Shipping
kg,kg,module,Magento_Shipping
SKU,SKU,module,Magento_Shipping
No,No,module,Magento_Signifyd
Signifyd,Signifyd,module,Magento_Signifyd
"API URL","API URL",module,Magento_Signifyd
Debug,Debug,module,Magento_Signifyd
"Data Collector","Data Collector",module,Magento_Support
"OS X","OS X",module,Magento_Support
"Core Global Cron Jobs","Core Global Cron Jobs",module,Magento_Support
SKU,SKU,module,Magento_Support
File,File,module,Magento_Support
Logs,Logs,module,Magento_Support
CSV,CSV,module,Magento_TaxImportExport
"Excel XML","Excel XML",module,Magento_TaxImportExport
1%,1%,module,Magento_Theme
testMessage,testMessage,module,Magento_Theme
"Vul hier een geldige datum in.","Vul hier een geldige datum in.",module,Magento_Ui
CSV,CSV,module,Magento_Ui
"Excel XML","Excel XML",module,Magento_Ui
"UPS Next Day Air","UPS Next Day Air",module,Magento_Ups
"UPS Ground","UPS Ground",module,Magento_Ups
"UPS Worldwide Express","UPS Worldwide Express",module,Magento_Ups
"UPS Standard","UPS Standard",module,Magento_Ups
"UPS Worldwide Express Plus","UPS Worldwide Express Plus",module,Magento_Ups
"UPS Saver","UPS Saver",module,Magento_Ups
"UPS Worldwide Saver","UPS Worldwide Saver",module,Magento_Ups
"UPS Express","UPS Express",module,Magento_Ups
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM",module,Magento_Ups
"UPS Today Express Saver","UPS Today Express Saver",module,Magento_Ups
"Ground Commercial","Ground Commercial",module,Magento_Ups
"Worldwide Express Saver","Worldwide Express Saver",module,Magento_Ups
PAK,PAK,module,Magento_Ups
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo",module,Magento_Ups
Pallet,Pallet,module,Magento_Ups
"United Parcel Service","United Parcel Service",module,Magento_Ups
"United Parcel Service XML","United Parcel Service XML",module,Magento_Ups
UPS,UPS,module,Magento_Ups
Debug,Debug,module,Magento_Ups
SKU,SKU,module,Magento_UrlRewrite
"Media Mail","Media Mail",module,Magento_Usps
No,No,module,Magento_Usps
track_summary,track_summary,module,Magento_Usps
USPS,USPS,module,Magento_Usps
Debug,Debug,module,Magento_Usps
No,No,module,Magento_Variable
1%,1%,module,Magento_Variable
CMS,CMS,module,Magento_VersionsCms
"Visual Merchandiser","Visual Merchandiser",module,Magento_VisualMerchandiser
SKU,SKU,module,Magento_VisualMerchandiser
FPT,FPT,module,Magento_Weee
label_value,label_value,module,Magento_Weee
frontend_label,frontend_label,module,Magento_Weee
Widget,Widget,module,Magento_Widget
CMS,CMS,module,Magento_Widget
1%,1%,module,Magento_Widget
LocalizedException,LocalizedException,module,Magento_Wishlist
Debug,Debug,module,Magento_Worldpay
Zustand,Zustand,theme,frontend/Magento/luma
