"We can't create writeable directory ""%1"".","We can't create writeable directory ""%1"".",module,Magento_Catalog
fl,fl,module,Magento_Catalog
123,123,module,Magento_Catalog
1%,1%,module,Magento_Catalog
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>px.</span>",module,Magento_Catalog
{size},{size},module,Magento_Catalog
"{width}^{height} px","{width}^{height} px",module,Magento_Catalog
"%1 Item","%1 Item",module,Magento_Catalog
OK,OK,module,Magento_Catalog
Template,Template,module,Magento_Catalog
Design,Design,module,Magento_Catalog
Layout,Layout,module,Magento_Catalog
AttributeSetText,AttributeSetText,module,Magento_Catalog
Base,Base,module,Magento_Catalog
Status,Status,module,Magento_CatalogEvent
[GLOBAL],[GLOBAL],module,Magento_CatalogEvent
[WEBSITE],[WEBSITE],module,Magento_CatalogEvent
ID,ID,module,Magento_CatalogEvent
"We don't have as many ""%1"" as you requested.","We don't have as many ""%1"" as you requested.",module,Magento_CatalogInventory
Website,Website,module,Magento_CatalogPermissions
ID,ID,module,Magento_CatalogRule
SKU,SKU,module,Magento_CatalogRule
"Catalog rule indexing failed. See details in exception log.","Catalog rule indexing failed. See details in exception log.",module,Magento_CatalogRule
Status,Status,module,Magento_CatalogRule
ID,ID,module,Magento_CatalogRuleStaging
20,20,module,Magento_CatalogRuleStaging
30,30,module,Magento_CatalogRuleStaging
50,50,module,Magento_CatalogRuleStaging
100,100,module,Magento_CatalogRuleStaging
200,200,module,Magento_CatalogRuleStaging
Websites,Websites,module,Magento_CatalogRuleStaging
Home,Home,module,Magento_CatalogSearch
"%1 - %2","%1 - %2",module,Magento_CatalogSearch
Design,Design,module,Magento_CatalogStaging
Layout,Layout,module,Magento_CatalogStaging
20,20,module,Magento_CatalogStaging
30,30,module,Magento_CatalogStaging
50,50,module,Magento_CatalogStaging
100,100,module,Magento_CatalogStaging
200,200,module,Magento_CatalogStaging
ID,ID,module,Magento_CatalogStaging
AttributeSetText,AttributeSetText,module,Magento_CatalogStaging
Status,Status,module,Magento_CatalogStaging
Websites,Websites,module,Magento_CatalogStaging
SKU,SKU,module,Magento_CatalogWidget
Template,Template,module,Magento_CatalogWidget
"Payment Method","Payment Method",module,Magento_Checkout
item,item,module,Magento_Checkout
Item,Item,module,Magento_Checkout
Subtotal,Subtotal,module,Magento_Checkout
Total:,Total:,module,Magento_Checkout
"Are you sure you would like to remove this item from the shopping cart?","Are you sure you would like to remove this item from the shopping cart?",module,Magento_Checkout
"Please specify a shipping method.","Please specify a shipping method.",module,Magento_Checkout
Status,Status,module,Magento_CheckoutAgreements
HTML,HTML,module,Magento_CheckoutAgreements
ID,ID,module,Magento_CheckoutAgreements
ID,ID,module,Magento_Cms
Status,Status,module,Magento_Cms
Layout,Layout,module,Magento_Cms
Home,Home,module,Magento_Cms
CMS,CMS,module,Magento_Cms
px.,px.,module,Magento_Cms
Template,Template,module,Magento_Cms
Design,Design,module,Magento_Cms
20,20,module,Magento_CmsStaging
30,30,module,Magento_CmsStaging
50,50,module,Magento_CmsStaging
100,100,module,Magento_CmsStaging
200,200,module,Magento_CmsStaging
Design,Design,module,Magento_CmsStaging
Layout,Layout,module,Magento_CmsStaging
ID,ID,module,Magento_CmsStaging
Status,Status,module,Magento_CmsStaging
[GLOBAL],[GLOBAL],module,Magento_Config
[WEBSITE],[WEBSITE],module,Magento_Config
1%,1%,module,Magento_Config
Website,Website,module,Magento_Config
"HTTPS (SSL)","HTTPS (SSL)",module,Magento_Config
.,.,module,Magento_Config
SKU,SKU,module,Magento_ConfigurableProduct
Status,Status,module,Magento_ConfigurableProduct
{size},{size},module,Magento_ConfigurableProduct
"{width}^{height} px","{width}^{height} px",module,Magento_ConfigurableProduct
ID,ID,module,Magento_ConfigurableProduct
Status,Status,module,Magento_ConfigurableProductStaging
ID,ID,module,Magento_ConfigurableProductStaging
SKU,SKU,module,Magento_ConfigurableProductStaging
[GLOBAL],[GLOBAL],module,Magento_CustomAttributeManagement
[WEBSITE],[WEBSITE],module,Magento_CustomAttributeManagement
URL,URL,module,Magento_CustomAttributeManagement
ID,ID,module,Magento_Customer
SKU,SKU,module,Magento_Customer
Total,Total,module,Magento_Customer
Newsletter,Newsletter,module,Magento_Customer
Status,Status,module,Magento_Customer
Global,Global,module,Magento_Customer
Admin,Admin,module,Magento_Customer
NoSuchEntityException,NoSuchEntityException,module,Magento_Customer
InputException.,InputException.,module,Magento_Customer
InputException,InputException,module,Magento_Customer
Fax,Fax,module,Magento_Customer
"%name,","%name,",module,Magento_Customer
Website,Website,module,Magento_CustomerBalance
"%name,","%name,",module,Magento_CustomerBalance
Fax,Fax,module,Magento_CustomerCustomAttributes
CSV,CSV,module,Magento_CustomerImportExport
Status,Status,module,Magento_CustomerSegment
ID,ID,module,Magento_CustomerSegment
Website,Website,module,Magento_CustomerSegment
Total,Total,module,Magento_CustomerSegment
Subtotal,Subtotal,module,Magento_CustomerSegment
CSV,CSV,module,Magento_CustomerSegment
cm,cm,module,Magento_Dhl
Regular,Regular,module,Magento_Dhl
Sprintline,Sprintline,module,Magento_Dhl
Secureline,Secureline,module,Magento_Dhl
Europack,Europack,module,Magento_Dhl
Jetline,Jetline,module,Magento_Dhl
DHL,DHL,module,Magento_Dhl
kgs,kgs,module,Magento_Directory
"Yahoo Finance Exchange","Yahoo Finance Exchange",module,Magento_Directory
Webservicex,Webservicex,module,Magento_Directory
URL,URL,module,Magento_Downloadable
inline,inline,module,Magento_Downloadable
Links,Links,module,Magento_Downloadable
"Max. Downloads","Max. Downloads",module,Magento_Downloadable
[GLOBAL],[GLOBAL],module,Magento_Downloadable
SKU,SKU,module,Magento_Downloadable
U,U,module,Magento_Downloadable
Status,Status,module,Magento_Downloadable
Subtotal,Subtotal,module,Magento_Downloadable
URL,URL,module,Magento_Eav
1%,1%,module,Magento_Email
"<pre> %1 </pre>","<pre> %1 </pre>",module,Magento_Email
Template,Template,module,Magento_Email
ID,ID,module,Magento_Email
BeagleScore,BeagleScore,module,Magento_Eway
eWAY,eWAY,module,Magento_Eway
"Express Saver","Express Saver",module,Magento_Fedex
"FedEx Pak","FedEx Pak",module,Magento_Fedex
"FedEx Box","FedEx Box",module,Magento_Fedex
"FedEx Tube","FedEx Tube",module,Magento_Fedex
status,status,module,Magento_Fedex
FedEx,FedEx,module,Magento_Fedex
"Please make sure to use only digits here. No dashes are allowed.","Please make sure to use only digits here. No dashes are allowed.",module,Magento_Fedex
"Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)","Maximum Package Weight (Please consult your shipping carrier for maximum supported shipping weight)",module,Magento_Fedex
"The field is applicable if the Smart Post method is selected.","The field is applicable if the Smart Post method is selected.",module,Magento_Fedex
"Enable Free Shipping Threshold","Enable Free Shipping Threshold",module,Magento_Fedex
Virtual,Virtual,module,Magento_GiftCard
[GLOBAL],[GLOBAL],module,Magento_GiftCard
"%1 [%2]","%1 [%2]",module,Magento_GiftCard
Website,Website,module,Magento_GiftCard
"%name,","%name,",module,Magento_GiftCard
ID,ID,module,Magento_GiftCardAccount
Status,Status,module,Magento_GiftCardAccount
Website,Website,module,Magento_GiftCardAccount
total).,total).,module,Magento_GiftCardAccount
"%name,","%name,",module,Magento_GiftCardAccount
%store_name,%store_name,module,Magento_GiftCardAccount
CSV,CSV,module,Magento_GiftCardAccount
OK,OK,module,Magento_GiftMessage
SKU,SKU,module,Magento_GiftRegistry
Total,Total,module,Magento_GiftRegistry
ID,ID,module,Magento_GiftRegistry
Website,Website,module,Magento_GiftRegistry
[GLOBAL],[GLOBAL],module,Magento_GiftRegistry
[WEBSITE],[WEBSITE],module,Magento_GiftRegistry
1%,1%,module,Magento_GiftRegistry
"Please add invitees.","Please add invitees.",module,Magento_GiftRegistry
"You cannot send emails to more than %1 recipients at once","You cannot send emails to more than %1 recipients at once",module,Magento_GiftRegistry
"Please enter an invitee name.","Please enter an invitee name.",module,Magento_GiftRegistry
"Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.","Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.",module,Magento_GiftRegistry
"Please correct the item option format.","Please correct the item option format.",module,Magento_GiftRegistry
"Ship to the recipient's address.","Ship to the recipient's address.",module,Magento_GiftRegistry
"Registrant Name Search","Registrant Name Search",module,Magento_GiftRegistry
"Registrant Email Search","Registrant Email Search",module,Magento_GiftRegistry
"Gift Registry ID Search","Gift Registry ID Search",module,Magento_GiftRegistry
"We found an attribute with this static input type already in the gift registry type. Please select a different input type.","We found an attribute with this static input type already in the gift registry type. Please select a different input type.",module,Magento_GiftRegistry
Fax,Fax,module,Magento_GiftRegistry
"Qty Fulfilled","Qty Fulfilled",module,Magento_GiftRegistry
"Maximum %1 email addresses.","Maximum %1 email addresses.",module,Magento_GiftRegistry
"Registrant Information","Registrant Information",module,Magento_GiftRegistry
"Maximum %1 registrants.","Maximum %1 registrants.",module,Magento_GiftRegistry
"Add Registrant","Add Registrant",module,Magento_GiftRegistry
Status,Status,module,Magento_GiftRegistry
"Fulfilled Quantity","Fulfilled Quantity",module,Magento_GiftRegistry
"Total Fulfilled Quantity","Total Fulfilled Quantity",module,Magento_GiftRegistry
"For better search results, first choose a gift registry type. By default, we search all registry types.","For better search results, first choose a gift registry type. By default, we search all registry types.",module,Magento_GiftRegistry
"Registrant Email","Registrant Email",module,Magento_GiftRegistry
"Gift Registry ID","Gift Registry ID",module,Magento_GiftRegistry
"Gift Registry created at %store_name","Gift Registry created at %store_name",module,Magento_GiftRegistry
"%name,","%name,",module,Magento_GiftRegistry
"Now you can add products to your gift registry.","Now you can add products to your gift registry.",module,Magento_GiftRegistry
"Simply browse to <a href=""%store_url"">%store_name</a> and add the products you want to your shopping cart or wish list.","Simply browse to <a href=""%store_url"">%store_name</a> and add the products you want to your shopping cart or wish list.",module,Magento_GiftRegistry
"You can then add the products to your registry from your shopping cart or wish list page.","You can then add the products to your registry from your shopping cart or wish list page.",module,Magento_GiftRegistry
"You can also share it with your friends and family by logging into your account and visiting the Gift Registry tab.","You can also share it with your friends and family by logging into your account and visiting the Gift Registry tab.",module,Magento_GiftRegistry
"Or you can email the following link and gift registry ID to them:","Or you can email the following link and gift registry ID to them:",module,Magento_GiftRegistry
"Registry ID:","Registry ID:",module,Magento_GiftRegistry
"Gift Registry shared at %store_name","Gift Registry shared at %store_name",module,Magento_GiftRegistry
"You can view and purchase items from this gift registry at <a href='%account_url'>%store_name</a>.","You can view and purchase items from this gift registry at <a href='%account_url'>%store_name</a>.",module,Magento_GiftRegistry
"You can create your own gift registry on <a href='%account_url'>%store_name</a> and share it with friends and family.","You can create your own gift registry on <a href='%account_url'>%store_name</a> and share it with friends and family.",module,Magento_GiftRegistry
"Gift Registry updated at %store_name","Gift Registry updated at %store_name",module,Magento_GiftRegistry
"You can sign in to your account to view more details about this gift registry.","You can sign in to your account to view more details about this gift registry.",module,Magento_GiftRegistry
"Ship to Recipient Address","Ship to Recipient Address",module,Magento_GiftRegistry
"Recipient Address","Recipient Address",module,Magento_GiftRegistry
"Use gift registry shipping address","Use gift registry shipping address",module,Magento_GiftRegistry
"The only place to change the number of gift registry items is on the Gift Registry Info page or directly in your cart.","The only place to change the number of gift registry items is on the Gift Registry Info page or directly in your cart.",module,Magento_GiftRegistry
"Gift Registry Details","Gift Registry Details",module,Magento_GiftRegistry
"My event special","My event special",module,Magento_GiftRegistry
"My special attribute","My special attribute",module,Magento_GiftRegistry
"Gift Registry Section","Gift Registry Section",module,Magento_GiftRegistry
"Maximum Registrants","Maximum Registrants",module,Magento_GiftRegistry
"Maximum Sent Emails Threshold","Maximum Sent Emails Threshold",module,Magento_GiftRegistry
"Gift Registry Update","Gift Registry Update",module,Magento_GiftRegistry
"Event Region Id","Event Region Id",module,Magento_GiftRegistry
"Event Region Text","Event Region Text",module,Magento_GiftRegistry
"Gift Registry Quick Search Form","Gift Registry Quick Search Form",module,Magento_GiftRegistry
"Quick Search Form Types","Quick Search Form Types",module,Magento_GiftRegistry
Template,Template,module,Magento_GiftRegistry
Websites,Websites,module,Magento_GiftWrapping
Status,Status,module,Magento_GiftWrapping
[GLOBAL],[GLOBAL],module,Magento_GiftWrapping
[WEBSITE],[WEBSITE],module,Magento_GiftWrapping
1%,1%,module,Magento_GiftWrapping
"Gift Wrapping with specified ID ""%1"" not found.","Gift Wrapping with specified ID ""%1"" not found.",module,Magento_GiftWrapping
"Gift wrapping","Gift wrapping",module,Magento_GiftWrapping
"Gift receipt","Gift receipt",module,Magento_GiftWrapping
"Pick a paper of your choice (optional)","Pick a paper of your choice (optional)",module,Magento_GiftWrapping
"No image","No image",module,Magento_GiftWrapping
"Gift Receipt","Gift Receipt",module,Magento_GiftWrapping
"Allow Gift Wrapping on Order Level","Allow Gift Wrapping on Order Level",module,Magento_GiftWrapping
"Allow Gift Wrapping for Order Items","Allow Gift Wrapping for Order Items",module,Magento_GiftWrapping
"Allow Gift Receipt","Allow Gift Receipt",module,Magento_GiftWrapping
"Allow Printed Card","Allow Printed Card",module,Magento_GiftWrapping
"Default Price for Printed Card","Default Price for Printed Card",module,Magento_GiftWrapping
"Tax Class for Gift Options","Tax Class for Gift Options",module,Magento_GiftWrapping
"Display Gift Wrapping Prices","Display Gift Wrapping Prices",module,Magento_GiftWrapping
"Display Printed Card Prices","Display Printed Card Prices",module,Magento_GiftWrapping
"Are you sure you want to delete the selected gift wrappings?","Are you sure you want to delete the selected gift wrappings?",module,Magento_GiftWrapping
ID,ID,module,Magento_GiftWrapping
"Gift Wrap Design","Gift Wrap Design",module,Magento_GiftWrapping
"Google AdWords","Google AdWords",module,Magento_GoogleAdwords
"Google API","Google API",module,Magento_GoogleAnalytics
"Google Analytics","Google Analytics",module,Magento_GoogleAnalytics
"Universal Analytics","Universal Analytics",module,Magento_GoogleTagManager
"Google Analytics","Google Analytics",module,Magento_GoogleTagManager
ID,ID,module,Magento_GroupedProduct
Status,Status,module,Magento_GroupedProduct
SKU,SKU,module,Magento_GroupedProduct
AttributeSetText,AttributeSetText,module,Magento_GroupedProduct
Status,Status,module,Magento_GroupedProductStaging
ID,ID,module,Magento_GroupedProductStaging
SKU,SKU,module,Magento_GroupedProductStaging
Status,Status,module,Magento_ImportExport
ID,ID,module,Magento_ImportExport
Status,Status,module,Magento_Indexer
API,API,module,Magento_Integration
"Integration not secure","Integration not secure",module,Magento_Integration
"An error occurred validating the nonce","An error occurred validating the nonce",module,Magento_Integration
"Cannot convert to access token due to token is not request type","Cannot convert to access token due to token is not request type",module,Magento_Integration
"Consumer key has expired","Consumer key has expired",module,Magento_Integration
"Cannot create request token because consumer token is not a verifier token","Cannot create request token because consumer token is not a verifier token",module,Magento_Integration
"Request token is not associated with the specified consumer","Request token is not associated with the specified consumer",module,Magento_Integration
"Cannot get access token because consumer token is not a request token","Cannot get access token because consumer token is not a request token",module,Magento_Integration
"Token is not associated with the specified consumer","Token is not associated with the specified consumer",module,Magento_Integration
"Token is not an access token","Token is not an access token",module,Magento_Integration
"Access token has been revoked","Access token has been revoked",module,Magento_Integration
"Consumer key is not the correct length","Consumer key is not the correct length",module,Magento_Integration
"A consumer having the specified key does not exist","A consumer having the specified key does not exist",module,Magento_Integration
"Verifier is invalid","Verifier is invalid",module,Magento_Integration
"Verifier is not the correct length","Verifier is not the correct length",module,Magento_Integration
"Token verifier and verifier token do not match","Token verifier and verifier token do not match",module,Magento_Integration
"A consumer with the ID %1 does not exist","A consumer with the ID %1 does not exist",module,Magento_Integration
"Token is not the correct length","Token is not the correct length",module,Magento_Integration
"Specified token does not exist","Specified token does not exist",module,Magento_Integration
"A token with consumer ID %1 does not exist","A token with consumer ID %1 does not exist",module,Magento_Integration
"Unexpected error. Unable to create oAuth consumer account.","Unexpected error. Unable to create oAuth consumer account.",module,Magento_Integration
"Unexpected error. Unable to load oAuth consumer account.","Unexpected error. Unable to load oAuth consumer account.",module,Magento_Integration
"Unable to post data to consumer due to an unexpected error","Unable to post data to consumer due to an unexpected error",module,Magento_Integration
"Invalid token to except","Invalid token to except",module,Magento_Integration
"Integration with ID '%1' doesn't exist.","Integration with ID '%1' doesn't exist.",module,Magento_Integration
"Your account is temporarily disabled.","Your account is temporarily disabled.",module,Magento_Integration
"You have entered an invalid password for current user.","You have entered an invalid password for current user.",module,Magento_Integration
"A token with consumer ID 0 does not exist","A token with consumer ID 0 does not exist",module,Magento_Integration
"The integration you selected asks you to approve access to the following:","The integration you selected asks you to approve access to the following:",module,Magento_Integration
"No permissions requested","No permissions requested",module,Magento_Integration
"Sorry, something went wrong. Please try again later.","Sorry, something went wrong. Please try again later.",module,Magento_Integration
"Popup Blocker is enabled! Please add this site to your exception list.","Popup Blocker is enabled! Please add this site to your exception list.",module,Magento_Integration
Extensions,Extensions,module,Magento_Integration
OAuth,OAuth,module,Magento_Integration
"Consumer Settings","Consumer Settings",module,Magento_Integration
"OAuth consumer credentials HTTP Post maxredirects","OAuth consumer credentials HTTP Post maxredirects",module,Magento_Integration
"OAuth consumer credentials HTTP Post timeout","OAuth consumer credentials HTTP Post timeout",module,Magento_Integration
"Integrations Configuration","Integrations Configuration",module,Magento_Integration
"Integration configuration file","Integration configuration file",module,Magento_Integration
"Integrations API Configuration","Integrations API Configuration",module,Magento_Integration
"Integrations API configuration file","Integrations API configuration file",module,Magento_Integration
Status,Status,module,Magento_Integration
"Order Conversion Rate","Order Conversion Rate",module,Magento_Invitation
"We skipped %1 of the selected invitations.","We skipped %1 of the selected invitations.",module,Magento_Invitation
"We discarded %1 invitation(s) addressed to current customers.","We discarded %1 invitation(s) addressed to current customers.",module,Magento_Invitation
"Something went wrong while sending %1 of %2 invitations.","Something went wrong while sending %1 of %2 invitations.",module,Magento_Invitation
"Invitation Report by Customers","Invitation Report by Customers",module,Magento_Invitation
"General Report","General Report",module,Magento_Invitation
"Invitations Report","Invitations Report",module,Magento_Invitation
"Conversion Rate Report","Conversion Rate Report",module,Magento_Invitation
"Please enter a correct confirmation key.","Please enter a correct confirmation key.",module,Magento_Invitation
"Your invitation is not valid. Please contact us at %1.","Your invitation is not valid. Please contact us at %1.",module,Magento_Invitation
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page.",module,Magento_Invitation
"We did not send %1 invitation(s) addressed to current customers.","We did not send %1 invitation(s) addressed to current customers.",module,Magento_Invitation
"Please correct the value for ""%1"" parameter, otherwise we'll use the saved value instead.","Please correct the value for ""%1"" parameter, otherwise we'll use the saved value instead.",module,Magento_Invitation
"Default Customer Group from System Configuration","Default Customer Group from System Configuration",module,Magento_Invitation
"Please correct the invitation code.","Please correct the invitation code.",module,Magento_Invitation
"You need to specify a customer ID group.","You need to specify a customer ID group.",module,Magento_Invitation
"You can't send an invitation with status ""%1"".","You can't send an invitation with status ""%1"".",module,Magento_Invitation
"Please enter a valid invitation email.","Please enter a valid invitation email.",module,Magento_Invitation
"This invitation is addressed to a current customer: ""%1"".","This invitation is addressed to a current customer: ""%1"".",module,Magento_Invitation
"This invitation is not valid.","This invitation is not valid.",module,Magento_Invitation
"Please correct the invitation email.","Please correct the invitation email.",module,Magento_Invitation
"Invitation for same email address","Invitation for same email address",module,Magento_Invitation
Accepted,Accepted,module,Magento_Invitation
"Invitation Information","Invitation Information",module,Magento_Invitation
"Send At","Send At",module,Magento_Invitation
"Invitation Message","Invitation Message",module,Magento_Invitation
Status,Status,module,Magento_Invitation
Website,Website,module,Magento_Invitation
"Signed Up At","Signed Up At",module,Magento_Invitation
"Invitation URL","Invitation URL",module,Magento_Invitation
Link,Link,module,Magento_Invitation
"Invitee Information","Invitee Information",module,Magento_Invitation
"Sign Up At","Sign Up At",module,Magento_Invitation
Admin,Admin,module,Magento_Invitation
"Maximum %1 email addresses allowed.","Maximum %1 email addresses allowed.",module,Magento_Invitation
"There are no sent invitations.","There are no sent invitations.",module,Magento_Invitation
"%inviter_name invites you to join Private Sales Site","%inviter_name invites you to join Private Sales Site",module,Magento_Invitation
"Invite to join Private Sales Site","Invite to join Private Sales Site",module,Magento_Invitation
"Please accept this invitation to join %store_name.","Please accept this invitation to join %store_name.",module,Magento_Invitation
"%store_name offers limited time sales of products only to members.","%store_name offers limited time sales of products only to members.",module,Magento_Invitation
"Private Sales","Private Sales",module,Magento_Invitation
"Invited Customers","Invited Customers",module,Magento_Invitation
Conversion,Conversion,module,Magento_Invitation
"Invitation Section","Invitation Section",module,Magento_Invitation
Conversions,Conversions,module,Magento_Invitation
"Customer Invitation Email Sender","Customer Invitation Email Sender",module,Magento_Invitation
"Customer Invitation Email Template","Customer Invitation Email Template",module,Magento_Invitation
"Enable Invitations Functionality","Enable Invitations Functionality",module,Magento_Invitation
"Enable Invitations on Storefront","Enable Invitations on Storefront",module,Magento_Invitation
"Referred Customer Group","Referred Customer Group",module,Magento_Invitation
"New Accounts Registration","New Accounts Registration",module,Magento_Invitation
"Allow Customers to Add Custom Message to Invitation Email","Allow Customers to Add Custom Message to Invitation Email",module,Magento_Invitation
"Customer Invitations","Customer Invitations",module,Magento_Invitation
"Discard Selected","Discard Selected",module,Magento_Invitation
"Send Selected","Send Selected",module,Magento_Invitation
ID,ID,module,Magento_Invitation
"Invitations Sent","Invitations Sent",module,Magento_Invitation
"Invitations Accepted","Invitations Accepted",module,Magento_Invitation
"Accept Rate","Accept Rate",module,Magento_Invitation
"Discard Rate","Discard Rate",module,Magento_Invitation
"Accepted and Purchased","Accepted and Purchased",module,Magento_Invitation
"Conversion Rate","Conversion Rate",module,Magento_Invitation
Invitation,Invitation,module,Magento_Invitation
item,item,module,Magento_LayeredNavigation
1,1,module,Magento_Logging
Widget,Widget,module,Magento_Logging
CSV,CSV,module,Magento_Logging
ID,ID,module,Magento_MultipleLocationInventory
Status,Status,module,Magento_MultipleLocationInventory
Fax,Fax,module,Magento_MultipleLocationInventory
"Wish List ""%1"" has been deleted.","Wish List ""%1"" has been deleted.",module,Magento_MultipleWishlist
"Product(s) %1 have required options. Each product can only be added individually.","Product(s) %1 have required options. Each product can only be added individually.",module,Magento_MultipleWishlist
"Please reenter your search options.","Please reenter your search options.",module,Magento_MultipleWishlist
"Only %1 wish list(s) can be created.","Only %1 wish list(s) can be created.",module,Magento_MultipleWishlist
InvalidArgumentException,InvalidArgumentException,module,Magento_MultipleWishlist
Item,Item,module,Magento_MultipleWishlist
"Move Selected to Wish List","Move Selected to Wish List",module,Magento_MultipleWishlist
"Copy Selected to Wish List","Copy Selected to Wish List",module,Magento_MultipleWishlist
"Please select items to move.","Please select items to move.",module,Magento_MultipleWishlist
"Please select items to copy.","Please select items to copy.",module,Magento_MultipleWishlist
"Wish Lists","Wish Lists",module,Magento_MultipleWishlist
"The number of multiple wish lists should be equal to or more than 2.","The number of multiple wish lists should be equal to or more than 2.",module,Magento_MultipleWishlist
"Display Wish Lists Summary","Display Wish Lists Summary",module,Magento_MultipleWishlist
"Wish List Search Description","Wish List Search Description",module,Magento_MultipleWishlist
"Quick Search Form Types","Quick Search Form Types",module,Magento_MultipleWishlist
Template,Template,module,Magento_MultipleWishlist
"Wish List Search Template","Wish List Search Template",module,Magento_MultipleWishlist
CSV,CSV,module,Magento_MultipleWishlist
Status,Status,module,Magento_MultipleWishlist
SKU,SKU,module,Magento_MultipleWishlist
"Store Quantity","Store Quantity",module,Magento_MultipleWishlist
"Surplus / Deficit","Surplus / Deficit",module,Magento_MultipleWishlist
Total,Total,module,Magento_Multishipping
"The requested payment method is not available for multishipping.","The requested payment method is not available for multishipping.",module,Magento_Multishipping
Item,Item,module,Magento_Multishipping
Subtotal,Subtotal,module,Magento_Multishipping
"Your order numbers are:","Your order numbers are:",module,Magento_Multishipping
"Your order number is:","Your order number is:",module,Magento_Multishipping
"Multishipping Settings Section","Multishipping Settings Section",module,Magento_Multishipping
"Multishipping Settings","Multishipping Settings",module,Magento_Multishipping
"Allow Shipping to Multiple Addresses","Allow Shipping to Multiple Addresses",module,Magento_Multishipping
"Maximum Qty Allowed for Shipping to Multiple Addresses","Maximum Qty Allowed for Shipping to Multiple Addresses",module,Magento_Multishipping
"Select Shipping Method","Select Shipping Method",module,Magento_Multishipping
Cron,Cron,module,Magento_NewRelicReporting
ID,ID,module,Magento_Newsletter
Template,Template,module,Magento_Newsletter
Newsletter,Newsletter,module,Magento_Newsletter
"Choose Store View:","Choose Store View:",module,Magento_Newsletter
"Confirmation Email Sender","Confirmation Email Sender",module,Magento_Newsletter
"Confirmation Email Template","Confirmation Email Template",module,Magento_Newsletter
"Success Email Sender","Success Email Sender",module,Magento_Newsletter
